mp-571035,-0.8610543012619019,-0.8530954718589783
mp-677095,-2.327751874923706,-2.3067150115966797
mp-770619,-2.189185857772827,-2.1407248973846436
mp-774388,-2.966007709503174,-2.958649158477783
mp-676877,-1.3929098844528198,-1.4370797872543335
mp-560574,0.10342247039079666,0.09651219844818115
mp-774233,-0.9510840177536011,-0.9387368559837341
mp-510594,-0.7070571184158325,-0.6997185349464417
mp-559106,-1.8611078262329102,-1.85478937625885
mp-973199,0.17990337312221527,0.21830081939697266
mp-505166,-2.389591932296753,-2.38533091545105
mp-774048,-2.576462984085083,-2.553004503250122
mp-989588,-0.5971878170967102,-0.6271354556083679
mp-972405,0.11099756509065628,0.13231956958770752
mp-29207,-0.26486387848854065,-0.31568002700805664
mp-619475,-2.9203972816467285,-2.93656849861145
mp-1030516,-0.627735435962677,-0.6306473016738892
mp-685099,-0.1600024551153183,-0.18887901306152344
mp-542069,-2.9636127948760986,-2.9791181087493896
mp-568208,-0.9249094128608704,-0.9405455589294434
mp-630265,-0.5920353531837463,-0.5944576263427734
mp-571394,-0.2713806927204132,-0.2420198917388916
mp-774418,-2.6759238243103027,-2.6816763877868652
mp-505781,-0.3317146897315979,-0.3894922733306885
mp-569724,-0.5682491064071655,-0.5744222402572632
mp-11274,-0.5857780575752258,-0.6135120987892151
mp-607169,-0.7176817059516907,-0.6432825326919556
mp-11287,-0.45023003220558167,-0.46637606620788574
mp-558911,-0.9321125745773315,-0.9755368232727051
mp-31456,-0.5441420078277588,-0.5843682885169983
mp-542919,-2.498438835144043,-2.501532793045044
mp-1019087,-0.44962945580482483,-0.4919778108596802
mp-551101,-2.2977356910705566,-2.2942581176757812
mp-772938,-3.2072203159332275,-3.216705322265625
mp-978790,0.020497526973485947,-0.005972623825073242
mp-27475,-1.3048348426818848,-1.2945997714996338
mp-26702,-2.542217254638672,-2.516751527786255
mp-21701,0.0062029678374528885,0.002217411994934082
mp-769800,-3.1075780391693115,-3.1254734992980957
mp-778758,-2.1646134853363037,-2.1912245750427246
mp-19313,-1.892195701599121,-1.8132498264312744
